seed,radius,duration,noa,amplitude,F1_score,roc_auc
8,2,10,450,2.0,0.8511441581647358,0.932738857074598
9,2,10,450,2.0,0.8848676833370711,0.9602030703776426
10,2,10,450,2.0,0.9056013817337184,0.9622808670385848
11,2,10,450,2.0,0.9087507110139807,0.9652748198198148
12,2,10,450,2.0,0.8763423923938257,0.9485842906279484
13,2,10,450,2.0,0.8791202405682991,0.9557591334596096
14,2,10,450,2.0,0.8946375718182346,0.9562390690119744
15,2,10,450,2.0,0.8879329012140723,0.9630592215531294
16,2,10,450,2.0,0.892346208869814,0.9511749050972248
17,2,10,450,2.0,0.8815953228560678,0.9405419477989329
18,2,10,450,2.0,0.8512611597469013,0.9375656605295468
19,2,10,450,2.0,0.8669410549891651,0.942847257928226
20,2,10,450,2.0,0.879053411350993,0.9607681788687932
21,2,10,450,2.0,0.8794895961719713,0.9518411142231832
22,2,10,450,2.0,0.8767614803669088,0.9377211741529689
23,2,10,450,2.0,0.8900942298743602,0.9504611664696871
24,2,10,450,2.0,0.8662975139874257,0.9459575563582944
25,2,10,450,2.0,0.8805173386571763,0.9532683125773478
26,2,10,450,2.0,0.8903106273340474,0.9542536187746856
27,2,10,450,2.0,0.8985595279416869,0.963995107737741
28,2,10,450,2.0,0.8915795426533069,0.9550051020389352
29,2,10,450,2.0,0.9072018135317368,0.9672396336267512
30,2,10,450,2.0,0.8484392846299535,0.9302869540234128
31,2,10,450,2.0,0.9044208588604136,0.963596283936878
32,2,10,450,2.0,0.898489505192781,0.9657618760119744
33,2,10,450,2.0,0.891508658687824,0.9575921915443236
34,2,10,450,2.0,0.8604917676071662,0.9490197844193142
35,2,10,450,2.0,0.8998667207509996,0.9570820504237476
36,2,10,450,2.0,0.8737417636338146,0.9506469500059912
37,2,10,450,2.0,0.8965367022435199,0.9606325510949658
38,2,10,450,2.0,0.905862743677078,0.966234322786732
39,2,10,450,2.0,0.8856251624642578,0.953617088976784
40,2,10,450,2.0,0.900322121507229,0.9669648565503683
41,2,10,450,2.0,0.887680690399137,0.9555019153071675
42,2,10,450,2.0,0.875227871176828,0.9548742861557764
43,2,10,450,2.0,0.8684716460197459,0.946294083434744
44,2,10,450,2.0,0.8796915915042188,0.950990081630234
45,2,10,450,2.0,0.9002297246212452,0.9644094883443248
46,2,10,450,2.0,0.909209194737603,0.9687378817399536
47,2,10,450,2.0,0.8696006757347159,0.9496788289247428
48,2,10,450,2.0,0.855666244385581,0.9400268421758486
49,2,10,450,2.0,0.873329754667982,0.9479222690434824
50,2,10,450,2.0,0.8533121662577573,0.9370330547329866
